timestamp,num,band1_path,band3_path,hms_path,is_empty_bin,is_empty_den,hms_sum,exists
2018-08-03 15:00:00,107,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-03/2018-08-03-1500_0107.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-03/2018-08-03-1500_0107.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-03/2018-08-03-1500_0107.png,True,True,266176,True
2018-08-21 22:30:00,176,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-21/2018-08-21-2230_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-21/2018-08-21-2230_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-21/2018-08-21-2230_0176.png,True,True,186254,True
2018-08-23 21:30:00,102,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-23/2018-08-23-2130_0102.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-23/2018-08-23-2130_0102.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-23/2018-08-23-2130_0102.png,True,True,1047888,True
2018-08-14 13:00:00,140,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-14/2018-08-14-1300_0140.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-14/2018-08-14-1300_0140.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-14/2018-08-14-1300_0140.png,True,True,1281585,True
2018-08-14 18:00:00,154,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-14/2018-08-14-1800_0154.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-14/2018-08-14-1800_0154.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-14/2018-08-14-1800_0154.png,True,True,2347812,True
2018-09-08 17:30:00,151,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-09-08/2018-09-08-1730_0151.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-09-08/2018-09-08-1730_0151.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-09-08/2018-09-08-1730_0151.png,True,True,146772,True
2018-08-15 23:00:00,152,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-15/2018-08-15-2300_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-15/2018-08-15-2300_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-15/2018-08-15-2300_0152.png,True,True,1496340,True
2018-08-14 20:00:00,129,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-14/2018-08-14-2000_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-14/2018-08-14-2000_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-14/2018-08-14-2000_0129.png,True,True,7077888,True
2018-08-14 21:00:00,130,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-14/2018-08-14-2100_0130.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-14/2018-08-14-2100_0130.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-14/2018-08-14-2100_0130.png,True,True,6870054,True
2018-07-01 16:00:00,110,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-01/2018-07-01-1600_0110.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-01/2018-07-01-1600_0110.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-01/2018-07-01-1600_0110.png,True,True,91044,True
2018-07-08 22:30:00,153,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-08/2018-07-08-2230_0153.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-08/2018-07-08-2230_0153.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-08/2018-07-08-2230_0153.png,True,True,1000734,True
2018-06-29 01:00:00,108,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-29/2018-06-29-0100_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-29/2018-06-29-0100_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-29/2018-06-29-0100_0108.png,True,True,268176,True
2018-08-23 15:30:00,105,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-23/2018-08-23-1530_0105.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-23/2018-08-23-1530_0105.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-23/2018-08-23-1530_0105.png,True,True,6395965,True
2018-09-09 21:00:00,152,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-09-09/2018-09-09-2100_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-09-09/2018-09-09-2100_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-09-09/2018-09-09-2100_0152.png,True,True,107117,True
2018-08-15 22:30:00,80,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-15/2018-08-15-2230_0080.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-15/2018-08-15-2230_0080.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-15/2018-08-15-2230_0080.png,True,True,1012594,True
2018-07-23 01:00:00,152,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-23/2018-07-23-0100_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-23/2018-07-23-0100_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-23/2018-07-23-0100_0152.png,True,True,1371041,True
2018-07-25 21:30:00,83,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-25/2018-07-25-2130_0083.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-25/2018-07-25-2130_0083.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-25/2018-07-25-2130_0083.png,True,True,6954458,True
2018-08-23 21:30:00,107,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-23/2018-08-23-2130_0107.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-23/2018-08-23-2130_0107.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-23/2018-08-23-2130_0107.png,True,True,3428949,True
2018-06-28 20:30:00,176,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-28/2018-06-28-2030_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-28/2018-06-28-2030_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-28/2018-06-28-2030_0176.png,True,True,32642,True
2018-06-30 20:30:00,109,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-30/2018-06-30-2030_0109.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-30/2018-06-30-2030_0109.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-30/2018-06-30-2030_0109.png,True,True,1757,True
2018-08-13 19:30:00,156,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-13/2018-08-13-1930_0156.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-13/2018-08-13-1930_0156.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-13/2018-08-13-1930_0156.png,True,True,4835497,True
2018-08-17 15:00:00,131,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-17/2018-08-17-1500_0131.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-17/2018-08-17-1500_0131.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-17/2018-08-17-1500_0131.png,True,True,1370252,True
2018-08-23 16:00:00,133,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-23/2018-08-23-1600_0133.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-23/2018-08-23-1600_0133.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-23/2018-08-23-1600_0133.png,True,True,7077888,True
2018-07-09 18:00:00,79,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-09/2018-07-09-1800_0079.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-09/2018-07-09-1800_0079.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-09/2018-07-09-1800_0079.png,True,True,5735162,True
2018-07-27 13:30:00,108,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-27/2018-07-27-1330_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-27/2018-07-27-1330_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-27/2018-07-27-1330_0108.png,True,True,3487023,True
2018-08-13 00:00:00,129,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-13/2018-08-13-0000_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-13/2018-08-13-0000_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-13/2018-08-13-0000_0129.png,True,True,6822688,True
2018-07-24 23:30:00,176,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-24/2018-07-24-2330_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-24/2018-07-24-2330_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-24/2018-07-24-2330_0176.png,True,True,539389,True
2018-08-20 00:30:00,129,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-20/2018-08-20-0030_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-20/2018-08-20-0030_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-20/2018-08-20-0030_0129.png,True,True,676477,True
2018-06-25 19:00:00,108,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-25/2018-06-25-1900_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-25/2018-06-25-1900_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-25/2018-06-25-1900_0108.png,True,True,230403,True
2018-09-09 21:00:00,131,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-09-09/2018-09-09-2100_0131.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-09-09/2018-09-09-2100_0131.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-09-09/2018-09-09-2100_0131.png,True,True,245149,True
2018-08-16 22:00:00,82,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-16/2018-08-16-2200_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-16/2018-08-16-2200_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-16/2018-08-16-2200_0082.png,True,True,4639279,True
2018-07-25 23:00:00,109,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-25/2018-07-25-2300_0109.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-25/2018-07-25-2300_0109.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-25/2018-07-25-2300_0109.png,True,True,5353517,True
2018-06-24 20:00:00,151,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-24/2018-06-24-2000_0151.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-24/2018-06-24-2000_0151.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-24/2018-06-24-2000_0151.png,True,True,19876,True
2018-06-22 00:00:00,108,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-22/2018-06-22-0000_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-22/2018-06-22-0000_0108.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-22/2018-06-22-0000_0108.png,True,True,3420,True
2018-08-22 01:00:00,129,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-22/2018-08-22-0100_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-22/2018-08-22-0100_0129.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-22/2018-08-22-0100_0129.png,True,True,2617674,True
2018-07-24 22:00:00,132,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-24/2018-07-24-2200_0132.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-24/2018-07-24-2200_0132.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-24/2018-07-24-2200_0132.png,True,True,7066547,True
2018-08-14 20:30:00,105,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-14/2018-08-14-2030_0105.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-14/2018-08-14-2030_0105.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-14/2018-08-14-2030_0105.png,True,True,7077888,True
2018-06-23 22:00:00,176,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-23/2018-06-23-2200_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-23/2018-06-23-2200_0176.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-23/2018-06-23-2200_0176.png,True,True,61492,True
2018-08-23 20:00:00,110,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-23/2018-08-23-2000_0110.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-23/2018-08-23-2000_0110.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-23/2018-08-23-2000_0110.png,True,True,5461952,True
2018-07-22 00:30:00,152,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-22/2018-07-22-0030_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-22/2018-07-22-0030_0152.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-22/2018-07-22-0030_0152.png,True,True,1308691,True
2018-07-24 18:30:00,107,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-24/2018-07-24-1830_0107.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-24/2018-07-24-1830_0107.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-24/2018-07-24-1830_0107.png,True,True,1094206,True
2018-07-25 20:00:00,82,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-25/2018-07-25-2000_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-25/2018-07-25-2000_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-25/2018-07-25-2000_0082.png,True,True,7077888,True
2018-07-28 01:00:00,128,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-28/2018-07-28-0100_0128.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-28/2018-07-28-0100_0128.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-28/2018-07-28-0100_0128.png,True,True,29478,True
2018-07-25 23:30:00,83,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-25/2018-07-25-2330_0083.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-25/2018-07-25-2330_0083.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-25/2018-07-25-2330_0083.png,True,True,7077888,True
2018-09-10 22:30:00,128,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-09-10/2018-09-10-2230_0128.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-09-10/2018-09-10-2230_0128.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-09-10/2018-09-10-2230_0128.png,True,True,117627,True
2018-05-26 00:00:00,177,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-05-26/2018-05-26-0000_0177.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-05-26/2018-05-26-0000_0177.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-05-26/2018-05-26-0000_0177.png,True,True,452028,True
2018-07-19 22:30:00,128,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-19/2018-07-19-2230_0128.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-19/2018-07-19-2230_0128.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-19/2018-07-19-2230_0128.png,True,True,1324501,True
2018-07-23 17:30:00,82,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-23/2018-07-23-1730_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-23/2018-07-23-1730_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-23/2018-07-23-1730_0082.png,True,True,3791716,True
2018-08-17 23:00:00,84,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-17/2018-08-17-2300_0084.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-17/2018-08-17-2300_0084.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-17/2018-08-17-2300_0084.png,True,True,2735586,True
2018-06-29 12:00:00,132,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-29/2018-06-29-1200_0132.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-29/2018-06-29-1200_0132.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-29/2018-06-29-1200_0132.png,True,True,1924043,True
2018-05-02 23:30:00,127,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-05-02/2018-05-02-2330_0127.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-05-02/2018-05-02-2330_0127.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-05-02/2018-05-02-2330_0127.png,True,True,297,True
2018-07-27 01:30:00,82,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-07-27/2018-07-27-0130_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-07-27/2018-07-27-0130_0082.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-07-27/2018-07-27-0130_0082.png,True,True,4048257,True
2018-08-16 22:00:00,156,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-16/2018-08-16-2200_0156.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-16/2018-08-16-2200_0156.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-16/2018-08-16-2200_0156.png,True,True,864254,True
2018-06-25 19:00:00,131,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-06-25/2018-06-25-1900_0131.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-06-25/2018-06-25-1900_0131.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-06-25/2018-06-25-1900_0131.png,True,True,30789,True
2018-08-23 13:00:00,86,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band1/2018-08-23/2018-08-23-1300_0086.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/band3/2018-08-23/2018-08-23-1300_0086.png,/n/holyscratch01/mickley_lab/hms_vision_data/512x512/hms/2018-08-23/2018-08-23-1300_0086.png,True,True,3217244,True
